domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
教育/培训/学校/校园,学生奖学金制度,成就,慈善,如果奖学金制度过分强调学术成绩或其他成就，可能会忽视对处于不利环境中努力上进的学生的实质性援助，与维护和提高那些自己熟识的人们的福利的慈善价值观产生冲突,在皇家大学，学生奖学金制度每年都是一个重要的议题。大学管理者们致力于提供一个公平且激励优秀学生的奖学金制度。今年，校方打算调整奖学金制度，侧重于优秀学生的奖励，旨在提高大学的学术声誉。然而，对此做法的看法却有所分歧。,William，皇家大学的财务主管，坚信高人一等的成就应该得到相应的奖励，以此鼓励所有学生更努力学习，提高学术成就,提议奖学金应该主要颁发给获得年级前10%成绩的学生，这样可以激励所有学生努力提高学术成就，从而提升整个大学的学术声誉。,Emma，皇家大学的学生事务主管，她关心所有学生，尤其是那些遭受生活压力，但仍努力学习的学生。她认为学校应该在一定程度上关注他们的福利,提出应该为那些经济困难但学习态度积极的学生预留一部分奖学金，以尽可能地减轻他们的经济压力，使他们能更集中精力在学业上。,William和Emma都是皇家大学的管理层，他们需要共同决定学生奖学金的发放问题。,2,84
教育/培训/学校/校园,学生奖学金制度,安全,自我导向,为了保障奖学金制度的公平公正，可能会制定出严格的标准和流程，而这可能抑制了学生自主选择、创新、探索的自我导向价值观,本校正在制定新的奖学金制度，决策背景主要是因为当前的奖学金制度抑制了学生的个性发展和创新能力，而新的制度希望能解决这个问题。然而在决策过程中出现了分歧，一方面，学校希望保障奖学金的公平分配，确保所有表现优秀的学生都能得到奖励，另一方面，学校也希望创新奖学金制度，把更多的机会给予有创新精神和挑战精神的学生。,黄校长，具有多年的教育经验和深厚的教育情怀，对于公平公正有着深深的执着，相信每一个学生都应该得到平等对待，价值观：安全。,支持维持现有的奖学金制度，认为这样可以确保所有表现优秀的学生都能得到奖学金，对于自己来说，最重要的是确保所有学生的权益，也让学生安心投入到学习中，不用因为奖学金的分配制度而产生困扰。,李教务主任，有着开放的思想和丰富的管理经验，经常尝试引进新的教育理念和方法，认为学校应该培养学生的创新精神和个性发展，价值观：自我导向。,提出新的奖学金制度，认为这样可以更好地激发学生的创新精神和挑战精神，让他们有更大的自我发展空间，为学校带来更多新的变化和创新。,同事,3,85
教育/培训/学校/校园,学生奖学金制度,享乐主义,遵从,有的学生可能更注重个人快乐和感官满足，过于追求享乐可能忽视了奖学金制度中对于遵守规则、自我约束的要求，与遵从价值观形成冲突,大学新一届的奖学金评选制度改革正在进行中，希望通过制度改革鼓励学生更积极地参与到学术和社会实践活动中来。决策的目的在于使奖学金更公平地分配给那些在学习和活动中表现优秀的同学。然而，关于奖学金的分配比例和评选标准的具体设定，校方的决策引发了大量争议。,杰克，非常享受大学生活，喜欢参加各种社交活动，追求个人的快乐和感官满足。他认为大学是享受生活，锻炼自我的地方，而不仅仅是学习,认为奖学金应该更注重学生在校生活的质量，例如参加社团活动、社区服务等，而不是仅仅看重学术成绩。认为这样更能满足学生的个人发展和快乐追求。,苏珊，是个典型的学霸，她非常尊重和遵守规则，认为学生的主要任务就是学习，获取优秀的学业成绩。她的价值观是遵从。,坚持认为学业成绩应作为评选奖学金的主要标准，因为这是最公正、最客观的评价体系。认为注重享乐可能会妨碍学生遵循学校的学术规定，对学习不尽职。,同学,3,86
教育/培训/学校/校园,学生评教制度,成就,大同,学生评教时，可能会出现他们希望自己的成绩更好，因此给予老师较高的评价以取得老师的欢心，这与公平的价值观冲突，因为这样的评价可能并不真实，也可能影响其他学生的权利,学校为提高教学质量，提出了学生评教制度，学生可以对授课老师进行打分评价。目的是让教师了解自己的教学得分来改进其教学方式，但它也带来了分歧，因为有些学生可能会利用这个制度来获取老师的欢心，为了自己的利益，给予老师较高的分数，从而影响了这个制度的公正性和公平性。,小明，是一个明确追求自我成就的学生，他理智、目标明确，对自我要求比较高，认为努力和能力是实现目标的关键,觉得好的成绩是自己目前最迫切的追求，所以在对老师进行评价时，会给予老师较高的分数，以便得到老师的欢心，提高自己的学业成绩。,小红，是一个非常注重公平和公正的学生，她对遵守规则和公平公正的原则有深厚的信念，希望能为社区创造一个公平公正的环境,认为评教的过程应当是公正和真实的，会在评教过程中客观地、公正地对老师的授课进行打分，而不会为了个人的利益去歪曲评价。,同学,1,87
教育/培训/学校/校园,学生评教制度,自我导向,遵从,在评教过程中，一些学生可能会选择按照自己的观点和感受进行评价，而不是遵从学校的期望或主流观点，这就可能导致自我导向与遵从的价值观发生冲突,最近，高校决定实行学生评教制度，期望通过这种方式了解教师的教学质量，促进教师的教学改进。然而，这个决策引起了不少争议：一些学生认为他们的观点和感受应得到充分的表达和尊重，应该根据自己的实际体验进行评价；而另一些学生则认为应该尊重和遵从学校的规定和期望，尽可能做出有利于学校教学品质提高的评价。,李明，一个热衷于独立思考的学生，他善于分析事物，对于事物有自己独特的看法和理解,认为学生评教不仅是对教师教学水平的反馈，更是学生对教学体验的主观反映。因此，决定按照自己的体验和感受，以及对教学的理解去进行教师评价，即使这可能导致与学校的期望产生一定的冲突。,王雅，一个遵规守纪、尊重传统的学生，她相信学校的制度和决策是有其深思熟虑的，学生应该尊重并遵从学校的规定,认为学生评教是一种学校的规章制度，学生应该按照学校的期望去进行评价，即使这可能忽视或牺牲一部分学生的个人感受。决定按照学校的期望，以及对教学质量的理解去进行教师评价。,同学,1,88
教育/培训/学校/校园,学生评教制度,享乐主义,遵从,有些学生可能会忽视评教的责任，只是把评教当作一种娱乐，这与负责任的价值观形成冲突,每学期结束后，校方会启动学生评教制度，以获取教师教学质量的反馈，进一步改进教学方法和课程设置。其中包括学生对教师教学态度、教学方式、课程难度等方面的评价。目的是为了提高教学质量，更好地满足学生的学习需求。但这个制度的执行也面临着一些分歧，一些学生并未把评教看作一项重要的任务，而是把它当作一种娱乐，随意打分，有些学生认为应该严肃对待。,汤姆，一个喜欢追求乐趣，不喜欢过于严肃和令人压抑的事情的大三学生,在进行教师评价时，没有仔细思考，只是随便打了些分数，觉得这只是一种娱乐，没有必要太认真。,艾米，一个严谨认真，喜欢遵守规则和尊重传统的大二学生,对评教制度抱有很高的敬意，认为这是一种促进教学质量提高的重要手段。在进行教师评价时，会非常认真，详细记录了教师在课堂上的表现，并在评价表上打出了客观公正的分数。,同学,1,89
教育/培训/学校/校园,学生评教制度,安全,刺激,有些学生可能喜欢新鲜、刺激的事物，他们可能会因为新的教学方式或者教师而给予较高的评价，而这可能与期望教育环境稳定、和谐的安全价值产生冲突,一个大学决定进行一次全面的学生评教制度改革，目的是通过学生的反馈来提升教学质量和教师的教学水平。决策带来的分歧主要在于新的评教制度是否应该包含对教师新颖教学方法的评价，以及是否应该对保持教学稳定性的教师给予更多的肯定。,Richard，他是一位对教育非常有热情的教育学院主任。他认为教育应该是一种保障，提供稳定和安全的环境才能让学生专心学习。他的价值观主要是安全。,认为现行的教学方式已经被证明是有效的，因此在削弱教学稳定性的同时追求新颖可能会带来不必要的风险。决定反对包含对教师新颖教学方法的评价。,Lucy，她是一位年轻有为的教育改革者和学生代表。她喜欢新鲜事物，总是在寻求新的、更有效的教学方法。她的价值观主要是刺激。,认为新的评教制度应该鼓励和奖励愿意尝试新方法的教师，决定支持包含对教师新颖教学方法的评价。,Richard和Lucy都是学校的决策者，他们在学校决策层面上有广泛的交集，但在个人价值观上存在分歧。,3,90
教育/培训/学校/校园,学生社区服务项目,成就,大同,在学生社区服务项目中，一些学生可能更关注个人成就，如为了在大学申请中增加竞争力而积累社区服务小时数,高中的学生社区服务组织正在筹划一个新的项目：为老年人开展电脑课堂，帮助他们学习使用电脑，如使用电子邮件，上网搜索信息等。这个决策的目的是提升学生的主动服务意识和团队协作能力，同时也帮助老年人更好地融入数字化社会。然而，如何组织和实施这个项目的决策引发了分歧。,汤姆，汤姆是个人尽其才的高中生，他的目标是去一所好的大学，期望在申请大学时有更多的竞争力。他希望通过这个项目来提高自己的社会服务经历，从而让自己在大学申请中更有优势,对这个项目的看法是，应该让自己和其他成绩优秀的学生负责，这样他们有机会展示自己的领导力，同时也能确保项目的成功。项目成功不仅能提升他们的社区服务记录，也能让他们在学校里建立起良好的声誉。,玛丽，玛丽是个热心肠的女孩，她喜欢帮助他人，认为为了社区的福利，我们应该为所有人提供帮助，无论他们的年龄、性别、经验。她认为每个人都应该有机会做出自己的贡献，为的是社区的整体利益，而不是个人利益,提出所有对此感兴趣的学生都应该有机会参与进来，不论他们的年级或成绩如何。认为提供这样的机会能让每个人都有助人的机会，学习团队合作和社区服务的重要性。此外，还建议，为了让更多的老年人从项目中受益，我们应该组织一些工作坊，让他们可以亲自动手实践。,他们是同一个学校的社区服务俱乐部的成员。,3,91
教育/培训/学校/校园,学生社区服务项目,自我导向,遵从,一些学生可能希望通过社区服务项目来追求自我导向的价值，如选择自己感兴趣的项目进行创新性的服务,学校即将启动新的学生社区服务项目，该项目的目标是让学生了解并参与到社区的各种公益活动中，培养他们的社会责任感，同时也是作为学生社会实践的一部分。然而，在具体执行的方式和项目的内容选择上，学生们产生了不同的意见和分歧，一部分学生希望可以自由选择志愿服务内容，以达到自我探索和拓展视野的目的，而另一部分学生则认为应该遵从学校的统一安排，避免混乱，确保服务项目能够有序进行。,詹姆斯，詹姆斯是一位热爱探索的大一新生，他总是喜欢尝试新的东西，积极主动，对未知充满好奇,主张学生们应该有选择权，可以自由选择自己感兴趣的公益服务内容，认为这样可以让学生更有动力和热情去投入到社区服务中，同时也有助于他们发现新的兴趣点和发展自我。,艾米，艾米是一位务实的高年级学生，她总是严谨认真，顾全大局，非常注重规则和秩序,认为学生们应该遵从学校的统一安排，担心如果每个人都按照自己的想法行事，可能会导致志愿服务项目变得混乱，无法达到预期的效果，而且在团队协作方面也可能出现问题。,詹姆斯和艾米都是学生会的成员，经常需要共同讨论和决策一些学校活动。,3,92
教育/培训/学校/校园,学生社区服务项目,享乐主义,慈善,在社区服务项目中，一部分学生可能更倾向于选择那些他们认为能带来乐趣和满足感的项目，这符合享乐主义的价值观,学校社团决定在学期末为了庆祝学期的结束，以及提升学生的社区责任感，组织一个学生社区服务项目。该项目要求社区的学生们自发组织一个活动，旨在帮助和服务社区的人们，同时也给予学生们享受和庆祝学期结束的机会。但是，如何平衡享乐与服务社区的冲突成为了一个问题。,Tom，学生会主席，热爱生活，善于寻找生活中的乐趣，他希望生活充满欢笑和快乐,认为该活动是庆祝学期的结束，应当以享受和庆祝为主。因此，提出要在公园举行一个大型烧烤派对，服务于社区的人们，同时学生们可以通过烧烤和游戏等各种方式享受快乐。,Sara，是社区服务委员会的负责人，她对社区充满热爱和责任感，总是寻求最大化地帮助和服务社区的居民,坚持认为，这个活动的主要目的是帮助和服务社区的人们，因此，建议组织一个帮助清理公园，改善社区环境的活动。虽然这样的活动比大型烧烤派对需要更多的努力，但是可以真正做到服务社区。,Tom和Sara都是学生会的领导，他们需要共同决定这个社区服务项目的具体内容。,3,93
教育/培训/学校/校园,学生社区服务项目,刺激,安全,一些学生可能寻求刺激，因此在选择社区服务项目时可能会选择一些具有挑战性或风险性的服务项目,学校每年都会举办一个社区服务项目，学生们需要自己提出项目并在社区实施。今年学校希望学生们为社区老人提供一些实际帮助。然而，对于如何提供帮助，学生们有着不同的观点和理解，产生了分歧。,Tom，他是一位十分活跃和热爱冒险的学生。他总是对新鲜事物充满好奇，并且喜欢挑战自我,希望这个社区服务项目能带给他新的挑战，提议组织一次户外探险活动，例如带领社区的老人们进行徒步旅行，这样不仅能帮助老人们活动身体，也能让他们更接近自然，感受生活的乐趣。,Susan，她是一位平和稳重的学生，总是很细心，并且注重生活的安全与平稳,认为安全是第一位的，觉得户外探险活动对于老人来说可能有一定的风险。因此，提议组织一次家庭访问活动，学生们可以去社区老人家中帮助他们做一些家务事，例如清洁、整理房间等，同时也可以陪伴老人们聊天，给他们带去暖心的陪伴。,同学,3,94
教育/培训/学校/校园,学生社区服务项目,权力,传统,在社区服务项目中，一些学生可能期望通过承担领导角色或控制项目资源来实现权力价值,本学期，学校决定组织一次社区服务项目，让学生们亲手为社区提供服务以提升社会责任感和团队合作能力。决策的目的在于为社区做出贡献、增加学生们的社会参与感，同时提高他们的社会技能。然而，在项目的执行方式上产生了分歧。一部分人认为应该设立领导团队，领导团队决定项目的方向和资源的分配，而另一部分人认为项目的执行应该严格遵循社区的传统习俗。,Jason，学生会副主席，以别出心裁、善于领导著称。他一直以掌握权力和取得成功为己任，致力于提高自己在学校的影响力,建议设立领导团队，由自己来领导并决定项目的方向和资源的分配。认为这将使项目更有效地实施，并能够展现自己的领导能力。,Linda，学生会主席，是一个深受学校尊重的人，尊重和遵循学校的所有传统和规定。她更看重安稳和和谐，认为学生应该遵循社区的传统,坚持认为项目应在尊重和接纳社区传统的基础上进行，而不是由一个领导团队去决定方向和资源的分配。认为这更能体现学生们对社区的尊重，并能让学生更深入地了解和体验社区的文化。,Jason和Linda是学生会的领导人，他们经常需要一起做出决策，但在许多事情上有不同的看法。,3,95
教育/培训/学校/校园,学校预算分配,权力,大同,在学校预算分配中，可能存在校长或决策者使用预算来提高自己在学校的地位或影响力（权力），而忽视了教育资源的公平分配（公平）,一所乡村学校得到了一笔预算，这笔预算可以用来改善学校的教学环境或者提高教师的待遇。但是如何分配这笔预算引发了分歧，一部分人认为很多教室设施老旧，需要用这笔预算来改善环境；另一部分人则认为教师工资低，对待工作不积极，应该优先提高教师待遇。,贾校长，一直渴望提升自己的社会声望，也想通过改善学校设施来增强学校的影响力,认为通过改善学校的硬件设施，可以吸引更多的学生和家长，从而提升学校和自己的社会地位。因此决定将预算主要用于改善学校的教学环境。,王老师，一直致力于公平教育，关注学生的学习质量和教师的教学态度,认为教育的初衷是为了提升每一个学生的综合素质，而优质的教育需要有高素质的教师来引领。如果教师的待遇得不到改善，教师的积极性和教学质量都无法得到保障。认为应该优先提高教师的待遇。,贾校长和王老师在学校里分别是管理者与被管理者的关系，他们都希望学校能够有所改善，但在具体的改善路径上有所分歧。,3,96
教育/培训/学校/校园,学校预算分配,成就,慈善,如果预算分配更注重学校的竞争表现，如提升学校排名或学生成绩（成就），可能会导致忽视对学习困难或经济条件较差的学生的帮助（慈善），这时候成就和慈善的价值观就可能有所冲突,新学期华丽学校需要为下一年确定预算分配。面临着人才流失、升学率下滑等问题，决策的主要目标是提升学校的竞争力和声誉。然而，如何分配这个预算，特别是在改善学校硬件设施进行更有效的竞争和为贫困学生提供更多的帮助之间，却产生了争议。,Tom，Tom是华丽学校的校长，他曾经是一名成功的教育家，在他的主导下，许多学校的竞争力和声誉都有了显著的提升。他相信，有竞争力的设施和优质的教学是提升学校地位的关键,决定将大部分预算用于改善学校的硬件设施和招聘优秀的教师，如此可以提升学校的教学质量和声誉，从而吸引更多的优秀学生，进一步提升学校的竞争力。,Anna，Anna是华丽学校的学生家长委员会主任，她是一名社会工作者，了解许多学生家庭的实际情况。她坚信学校应该提供更多的资助，帮助贫困和学习困难的学生,建议应该将更多的预算用于支持经济条件困难的学生和学习困难的学生，比如提供奖学金、增设辅导课等，这样可以帮助他们更好地融入学校生活，提高他们的学习成绩。,Tom和Anna都是华丽学校的决策者，他们在学校预算分配问题上持有不同的观点。,3,97
教育/培训/学校/校园,学校预算分配,享乐主义,传统,某些预算可能被用于增加学生的娱乐活动或场所，以提升学生的学习乐趣（享乐主义），然而这可能与学校长期以来严谨学习、注重品德教育的传统理念（传统）产生冲突,近期，中学XYZ面临着一项重大决策：如何分配即将到来的预算。预算的主要作用是为了提高学生的学习环境和学校的整体水平。但是，有两个主要的观点必须进行取舍：一是将预算用于建设更先进的体育设施和更多的娱乐场所以提高学生的生活质量，二是将预算用于强化学术设施和教学资源以保障学术质量和传统价值观的传承。这个决策产生了学校办公室里的分歧。,李老师，李老师是学校的一名心理咨询老师，她十分关注学生的身心健康，也是学生活动组织的积极推动者。李老师认为，学校不仅仅是学习的地方，也应是学生快乐成长、获得全面发展的地方,建议学校应该使用部分预算来改善和增加学校体育设施和娱乐场所，以提高学生的学习乐趣和生活质量。认为这样可以使学生在学习压力中找到乐趣，使他们更有动力去学习，更愿意在学校度过他们的青春岁月。,王校长，王校长是学校的元老之一，他一直坚持学校对教学质量和传统教育理念的重视。他认为，学习是学生在学校最重要的事情，学校的主要职责是培养学生的学术能力和道德素质,主张应该把所有的预算都投入到学术设施和教学资源的改善和强化上。认为这样才能真正提高学生的学习质量，使他们在未来有更多的竞争力。同时，认为坚持学校的传统教育理念，尊重和挖掘学校的文化传统，是对历史和社会的负责。,李老师和王校长在学校工作多年，他们尽管理念有所冲突，但互相尊重，共同为学校的发展和学生的成长付出努力。,3,98
教育/培训/学校/校园,学校预算分配,刺激,安全,如果学校预算被用于引入新的、刺激的教学方法或课程（刺激），可能会引发对学生学习效果和心理健康（安全）的担忧，这时刺激和安全的价值观可能出现冲突,学校获得了一笔预算，需要在学校的教育改革会议上决定如何分配。有两种方案，一种是用于引入新的虚拟现实(VR)教学体系，以带来更刺激的教学环境；另一种是用于加强学校的安全设施，比如加强校园监控，设立心理咨询室等。这两种方案各有支持者，发生了激烈的争论。,杰克，一位富有创新精神的科技教师，认为通过新的教学方式可以激发学生的学习热情,主张将预算用于引入VR教学体系，认为这样不仅可以增加学生对学习的兴趣，还可以开拓他们的视野，提高学习效率。,琳达，一位关心学生健康成长的心理咨询老师。她认为学校的首要任务是确保学生的安全和稳定的学习环境,主张将预算用于增强学校的安全设施。觉得在保障学生心理健康，提供一个稳定的学习环境方面应该付出更多的投入。还表示，再好的教学方法也需要在良好的环境下得以实施。,杰克和琳达都是学校的管理层成员，对学校的发展都有着浓厚的兴趣，只是主张的方向不同。,3,99
教育/培训/学校/校园,新生入学指导,大同,权力,在新生入学指导的过程中，如果以大同的价值观去引导，可能会强调集体的利益和公平性，每个人都有平等的机会参与和贡献,本年度新生入学指导正在紧锣密鼓地准备中，目的是让新生们更快地了解校园生活，更好地融入学校。然而，在学校的新生导师选择上产生了分歧，一派主张选择平等公正的导师，让所有学生都有相同的学习机会；另一派则主张选择社会地位高，能为学生提供更多社会资源的导师。,玛丽，作为学校的教学指导员，始终坚持公平与公正，主张每个学生都应享有平等的教育资源,决定推荐那些平等公正的导师，这样每个学生都能得到平等的学习机会和公正的待遇。,约瑟夫，作为学校的行政负责人，他注重利用社会资源来提升学校的影响力和声望，所以他更倾向于选择那些有社会影响力和地位的导师,决定推荐那些社会地位高，能为学生提供更多社会资源的导师，以提高学校的声望和影响力。,伙伴,3,100
教育/培训/学校/校园,新生入学指导,成就,遵从,在新生入学指导过程中，如果以成就的价值观去指导，可能会鼓励学生进行竞争，以实现个人成功,新生入学指导阶段，学校需要根据教学理念为学生设计一套启迪思考的课程。这个课程将在新生的学习生涯初始阶段引导他们形成积极的学习态度和良好的价值观。教学理念的设计引发了教师团队中的不同意见，尤其是关于新生是否需要接受竞争和挑战的问题。,小明，志向积极、极具竞争力的教师。他认为竞争能激发学生的主动性和积极性,决定设计一套以竞赛为主要形式的课程，让学生在课程中不断实现个人的进步和胜利。,小华，注重道德修养和品格教育的教师。她认为新生阶段应着重培养遵从和尊重的价值观,希望设计一套以课堂讨论和团队合作为主要形式的课程，让学生理解和接受社会规则，提升团队合作的能力。,同事,3,101
教育/培训/学校/校园,新生入学指导,自我导向,传统,如果以自我导向的价值观去引导，可能会鼓励新生独立思考，寻找自己的道路,大学新生入学指导会议正在进行，如何制定新生导向策略成为会议的关键问题。主题主要围绕如何有针对性地帮助新生更好地适应大学环境和自主学习。这个问题对新生的大学生活和未来的发展有重大影响，但在如何在新生指导中平衡传统和创新之间，出现了两种不同的观点和选择。,张同学，她是一位大二学生，再过一年就要接手新生入学指导会，她主张创新以及跳出传统框架想问题,倾向于提倡新生更加独立思考，自由选择以及自我探索。希望能给新生更多的自由空间，可以自主选择学习的内容和方式，比如引导新生主动参与社团活动、自主完成学习项目等。,李导员，他是一位有多年辅导经验的教师，对传统的教育方式有深厚的了解和认同,坚信传统的新生入学指导方式可以让学生更好地适应大学生活，例如设定固定的学习计划，规定一些基本的行为准则等。提倡的是有序指导，给出一个比较结构化的大学生活引导方案。,李导员是张同学的辅导员，同时他们都是新生入学指导会议的参与者。,3,102
教育/培训/学校/校园,新生入学指导,享乐主义,安全,在新生入学指导过程中，以享乐主义的价值观去引导可能会鼓励新生享受大学生活，尝试新的事物,大学新生迎新周正在筹备中，学校任务队伍为新生们组织一系列活动，旨在让他们更好地融入大学生活、认识新的朋友，以及熟悉大学环境。决策的焦点在于是否应该为新生们安排一场晚上的狂欢派对。派对可能会让新生们更积极地参与到大学生活中，认识新朋友，展示自己的魅力，享受大学生活。然而，这也带来了一些安全方面的顾虑，比如可能会有学生饮酒过量，或者可能会有人在深夜走在无灯的校园道路上，存在安全风险。,Liam，新的学生活动策划团队的一员，他是个热情开朗的人，喜欢寻找新鲜事物，热衷于为新生们创造新奇有趣的体验,决定支持举办派对事件，相信派对将是新生们一个难忘的美好经历。想通过派对让新生们体验大学的多元化，鼓励他们放下束缚、自由表达自我，体验并享受大学生活。,Mia，学生活动策划团队的领导，她是个谨慎而有责任心的人，一直以来都非常强调保证学生活动的安全性,反对举办派对，担心不能有效地对可能出现的安全问题进行控制。认为在新生刚入学时，他们需要一个稳定而安全的环境，而不是无序的狂欢。,他们是共同处理新生入学活动策划的工作团队成员。,3,103
教育/培训/学校/校园,学生身体健康项目,大同,权力,在推行学生身体健康项目中，可能面临公平对所有学生（大同）与权力掌握在部分决策者手中选择优先提供给某些特定学生（权力）的冲突,学校近期想要推行一项全新的"身体健康项目"，目的是增强学生的身体素质，使得他们在学习中更有活力。然而，这个项目的预算有限，无法让所有的学生参与。学校需要决定是否所有学生公平参与，或者只提供给运动成绩出色的学生，以培养他们成为校园运动的佼佼者。,李明，学校体育老师。他积极推广体育运动，关心每一个学生的身体健康，认为每个学生都应该有平等运动的权利。他的价值观：大同。,主张所有学生都应公平参与身体健康项目。认为即使预算有限，也可以通过调整活动内容，让所有学生都能在活动中受益。,张华，学校行政管理人员。他主要关注学校的声望，认为提升学生体育成绩是提升学校形象的重要途径。他的价值观：权力。,认为学校应该把有限的资金投入到选拔和培养运动成绩出色的学生，以提高学校在运动会等各类比赛中的成绩，从而提升学校的声望。,同事,3,104
教育/培训/学校/校园,学生身体健康项目,安全,刺激,安全可能要求实施稳定且证实有效的健康方案，而刺激则可能会推动引入新颖但未经实证的健康活动，这两者可能在实施中产生冲突,学校正在决策学生身体健康项目的内容和形式，目的是提高学生的身体素质和健康意识。然而，对于细节的执行方式，新的有挑战性的健身项目还是经典的稳定的健身训练项目，校方存在分歧。,李华，学校健康教育部门的负责人，他非常重视学生的身体健康，非常注重安全，坚持用最安全、最实用的方式来提升学生的健康素质,决定实施稳定且证明有效的健康方案，例如定期的体检、做一些对身体有益而无副作用的运动比如跑步、乒乓球等。,张明，学校的体育老师，他希望通过创新的方式激发学生对健康的热情，他认为新的健身项目可以增加学生的体验感和参与度,提议引入新颖但未经实证的健康活动，如最近很流行的跨越训练、户外登山、深海潜水等，虽然这些活动有一定的风险，但也能够增加学生健身的兴趣。,同事,3,105
教育/培训/学校/校园,学生身体健康项目,慈善,成就,在推广学生健康项目时，可能面临追求个人成功（如提高自己的社会地位或职业生涯的成就）或是真心实意的关心和帮助学生（慈善）的冲突,与当地的一家健身俱乐部合作，学校计划开展一个学生身体健康项目。项目包括定期的体能训练、营养饮食建议以及健康知识讲座等。决策目的是帮助学生培养健康的生活方式，提高他们的身体素质。然而，开展这个项目需要投入大量的时间和资源，在合作方式以及项目内容上产生了分歧。,杰米，他是一名富有热情和爱心的体育老师。他对教学工作十分投入，并且对学生的健康问题十分关心。他愿意付出更多的时间和精力去帮助学生,建议学校主导这个项目，更多地侧重于学生的身心健康教育，而不是仅仅与健身俱乐部合作。愿意亲自制定训练计划，带领学生进行锻炼。,莎拉，她是学校的行政主管。她善于规划和组织活动，希望通过这个项目提高学校的声誉，吸引更多的学生,建议学校与健身俱乐部进行深度合作，由专业的训练师提供训练，并进行全程监督。期待这个项目能带来明显的效果，提升学校的社会形象。,同事,3,106
教育/培训/学校/校园,学生身体健康项目,传统,自我导向,推行身体健康项目时，可能存在倾向于遵循传统的运动项目（传统）和倾向于自我创新、发现新的可能性（自我导向）的冲突,学校正在决策将参加学生身体健康项目，项目的目的是在学生中推广健康的生活方式，提高体质，创造积极的校园环境。然而，项目的执行方式在学校校长和体育教师之间产生了分歧。,亚历山大校长，亚历山大校长是一位有深厚教育背景的学者，他对教育有自己的传统观念，他认为应该在学生们中重点推广传统的体育项目，如：跑步、篮球和足球等。这些运动的规则清晰，且经过长时间的实践验证，能够有效地提高学生的体质,决定按照传统的方式进行学生身体健康项目，推广常规的体育课程，并提倡每日必须完成规定的运动量。,贝拉体育教师，贝拉体育教师是一位具有创新精神的年轻人，他认为在推进学生的身体健康项目时，应该允许更多的创新和自由。他主张应该开设一些新的、有趣的运动项目，比如瑜伽、滑板乃至电子竞技，这些新颖的内容可以吸引学生们更多的参与，同时也能改善他们的身体健康,主张开设一些新的、有趣的运动项目，让学生们根据兴趣自由选择，从而提高学生对体育的兴趣，促使他们更多的参与到运动中来。,亚历山大校长与贝拉体育教师在学校中具有相似的地位，他们都希望通过他们的决策帮助学生提高身体健康。但是，他们因为各自的价值观和推行学生身体健康项目的方式不同而发生了分歧。,3,107
教育/培训/学校/校园,学生身体健康项目,享乐主义,遵从,在实施过程中，可能存在强调个人的快乐或感官上的满足（享乐主义）与根据既定的规则和期望行事（遵从）的冲突,健康学院计划推出一项新的身体健康项目——每日早晨6点起床参加锻炼，以提高学生的体质和投入学习的精力。然而，这个决策引发了校园内部的一些分歧，一些人认为这会帮助学生养成良好的生活习惯和提高他们的健康水平，另一些人则认为这给学生的自由将会受到限制，尤其是那些习惯晚睡晚起，追求个人享乐的学生。,Tom，他是健康学院的一名学生，他身体健康，习惯晚睡晚起，喜欢在夜晚与朋友欢聚，享受生活,反对新的决策，认为每个人都应该有权选择自己的生活方式，早起锻炼可能会限制他们夜晚的乐趣和享受。,Linda，她是健康学院的一名教师，她严谨，注重规则和纪律，认为早起锻炼是一个很好的习惯，可以帮助学生更好的投入学习,赞同新的决策，认为严格遵守这样的生活规则会有利于学生的身心健康和学习效率。,师生,3,108
教育/培训/学校/校园,学生交换项目决定,自我导向,遵从,参与学生交换项目需要走出舒适区，选择行动并独立解决遇到的问题，这强调了自我导向的价值观,一所国际化的高中正在为下学期的海外学生交换项目招募志愿者。这项项目的目标是帮助学生开阔视野、增加跨文化的理解和交流，但需要学生离开家乡，融入新的学习和生活环境。这个决定引发了学生和他们的家长之间的分歧。,艾米，一个乐观、独立、求知欲强的高二学生。她喜欢接受新的挑战，对未知的世界充满好奇,认为参加交换项目是提升自己的重要机会，愿意接受未知的挑战，主动融入新环境，获取知识和经验，因此她决定报名参加这个项目。,艾米的母亲苏珊，一个遵循传统、稳定且注重家庭的人。她希望艾米能遵从社会期望，服从父母的安排，注重学习稳定性,担心这个交换项目会对艾米的学习和生活带来不稳定，打乱艾米的学习计划。认为艾米应该遵守学校的正常学习进程，不应轻易改变，因此反对艾米参加这个项目。,母女,3,109
