domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id,
婚姻/夫妻/恋爱/亲密关系,婚姻中的职业发展,权力,慈善,如果一个人过于追求社会地位和权力，可能会忽视对自己亲人的关照和帮助，这样可能会引发家庭冲突,Tom和Sue是一对年轻夫妻，都是IT行业的工程师。他们都收到了一份来自硅谷一家顶级互联网公司的工作邀请。对于这个机会，Tom觉得这将是他职业生涯的一个重要的提升，而Sue却担心这个决定可能会影响他们的家庭生活和亲人关系。,Tom，一个充满抱负的计算机工程师，始终对社会地位和事业成功有着极高的追求,决定接受这份工作，认为这是提升自己社会地位和声望的绝佳机会。,Sue，一个对家庭有着深深执着和负责任的感觉的女性，她更多地考虑的是在追求事业的同时，如何维护和提高自己熟识的人们的福利，特别是家庭,拒绝这份工作，认为应该在自己的家乡继续工作，以便可以更好地照顾家庭和关照亲人。,夫妻,3,80,
婚姻/夫妻/恋爱/亲密关系,夫妻争吵处理,大同,权力,在婚姻/夫妻/恋爱/亲密关系中，如果一方更看重大同价值观，主张公平公正的处理争吵，而另一方更看重权力价值观，主张进行争吵的主导和决定权，那么就可能出现冲突,一对夫妻最近在如何处理孩子的教育问题上发生争吵。他们的孩子，小明，在学校里的学习成绩一直不是很好。夫妻二人都非常关心小明的教育问题，希望他能在学校中取得更好的成绩。然而，在如何提高小明的学习成绩这个问题上，他们的观点却有所不同。这个分歧让原本就紧张的夫妻关系更加紧张，导致了争吵。,玛丽，一位慈爱且富有教育经验的母亲。她认为应该以更和谐、公正的方式处理事情，因此她一直注重公平和理解的价值观，也就是大同。,与孩子进行沟通，了解他在学校中遇到的困难，从而找出问题的根源。认为通过理解和指导，可以帮助孩子找到学习的兴趣，从而提高学习成绩。,约翰，一位严格的父亲，常常强调在家庭中的权威。他认为父母应该在孩子的教育问题上拥有决定权，因此他一直注重社会地位与声望、对他人以及资源的控制和统治的价值观，也就是权力。,主张引入专业的家教，认为以自己的判断和决定，是可以解决小明学习问题的最好方式。,夫妻,3,81,
婚姻/夫妻/恋爱/亲密关系,夫妻争吵处理,成就,遵从,如果一方更关注个人的成就和实现自我价值，而另一方则更看重遵从和服从对方或社会规则，这会导致两者之间的冲突,刚刚完成了繁忙工作的Tom和Amy在晚餐时开始争论关于他们的孩子的教育问题。Tom认为他们的孩子应该专注于学业，以便将来获得一个好的大学录取和成功的职业生涯。而Amy则认为他们的孩子应该有更多的时间来玩耍和参加课外活动，享受童年的时光。两者的观点出现了冲突，晚餐的气氛越来越紧张。,Tom，一个致力于自己事业的人，他的理想是成为行业的专家。一直以来，他通过自己的努力和能力取得了很大的成就。他相信通过努力工作，人们可以实现他们的目标,坚持孩子应该专注于学业，以便在未来取得成功。认为这是父母的责任，使孩子有机会实现他们的潜力。认为，通过这种方式，孩子将能够拥有成功的职业生涯并实现他们的梦想。,Amy，一个热爱家庭，善良和体贴的人。Amy是一个遵从社会规则和习俗的人，她深信孩子应该有充足的时间来享受他们的童年，而不只是关注学习,坚持认为孩子应该有更多的时间来玩耍和参加课外活动。认为孩子在童年阶段应该更多地去体验生活，而不是全都在学习上。希望他们的孩子能够在快乐中成长，而不是在压力下成长。,夫妻,3,82,
婚姻/夫妻/恋爱/亲密关系,夫妻争吵处理,慈善,自我导向,一方可能更注重关心对方、照顾对方（慈善）而不注重自我需求；而另一方更注重独立、自由和追求个人目标，这很可能导致两者之间的冲突,经济压力和工作压力导致夫妻两人在生活中出现争吵，目的是要找到解决这种情况的办法，但是分歧在于如何处理这种冲突，是否需要舍弃自我以满足对方，还是坚持自我，不牺牲自己的需求和理想。,Linda，一个圆融的人，总是愿意为他人着想，尽量避免冲突,尽可能避免冲突，即使这意味着需要牺牲自己的需求和理想。认为牺牲小我完成大我，为了家庭的和谐，愿意做出妥协。,Tom，他是个非常独立的人，坚信自己的选择和决策，不喜欢被束缚,认为每个人都有追求自己理想的权利，不希望为了和谐而牺牲自己的需要和目标。认为冲突是生活的一部分，每个人都应该学会处理，而不是避免。,夫妻,1,83,
婚姻/夫妻/恋爱/亲密关系,夫妻争吵处理,安全,刺激,如果一方更侧重于追求安全和稳定，避免冲突和风险，而另一方则渴望新鲜、刺激、冒险，那么两者之间就很可能产生冲突,最近，Emily和Jack的孩子开始上幼儿园，这让他们的生活节奏发生了巨大的变化。孩子每天下午回家后，Emily对孩子的教育问题十分重视，总是坚持要在家里陪孩子完成作业和阅读。而Jack则提出，他们应该更多地鼓励孩子参与户外活动，以便在享受运动乐趣的同时，也能更好地培养孩子的体力和团队合作精神。这一决策产生了分歧，而这个分歧也使他们的关系趋于紧张。,Emily，一个典型的家庭主妇，喜欢安静的生活节奏，对孩子的教育问题非常重视,坚持在家陪孩子完成作业和阅读，以保证孩子的学业不受影响。,Jack，一个对生活充满激情的人，喜欢追求新鲜刺激的事物，希望孩子能有更多的户外活动,主张尽可能多的让孩子参与户外活动，培养他的体力和团队精神。,夫妻,3,84,
婚姻/夫妻/恋爱/亲密关系,亲密关系维护,大同,慈善,在亲密关系中，一方可能更重视大同，希望为了所有人类和自然的福祉做出贡献，而另一方可能更重视慈善，希望投入更多的时间和精力在关心和帮助熟识的人们，对此可能产生冲突,夫妻二人面临一个重要决策，他们的共同朋友Mark发起了一项为了保护环境，改善社区生活的志愿者项目，并邀请他们参与。虽然这个项目需要投入大量的时间和精力，但是它的目的是为了全人类和自然的福祉，这引起了他们之间的分歧。,John，一位非常关心社会和环境问题的人，他认为自己有责任和义务投入到这项工作中，为社区和环境的改善尽一份力,加入这个项目，将大部分的时间和精力投入到这项志愿者工作中，甚至决定请假一段时间来全力以赴。,Sally，一位非常珍视家庭和友人的女性，她认为家庭和朋友才是生活的重心，应该投入更多的时间和精力去关心和帮助他们,认为虽然这个项目非常重要，但是家庭的需要和朋友的需求同样重要。只投入部分时间参与这个项目，其余的时间要关心家庭和朋友。,夫妻,3,85,
婚姻/夫妻/恋爱/亲密关系,亲密关系维护,权力,刺激,在亲密关系中，一方可能注重权力，追求社会地位和声望，而另一方可能更倾向于追求刺激的生活，喜欢冒险和寻找新奇，这可能会导致他们的生活目标和生活方式产生冲突,Mike和Sophia是一对已经结婚多年的夫妻，房子、车、事业都拥有的不错。但Mike觉得他们的婚姻生活过于平淡乏味，需要一些刺激和变化。而Sophia则希望能够在社会上有更高的地位和声望，这需要他们过着更安稳、更规律的生活。这导致了他们之间在如何维护和发展他们的亲密关系上产生了分歧。,Sophia，Sophia是一个重视社会地位和声望的人，她渴望自己的生活越来越好，不断升级,决定追求更高的社会地位和声望，为此自己愿意牺牲一些生活中的刺激和乐趣，更愿意过着安稳、规律的生活。,Mike，Mike是一个喜欢追求刺激和新鲜感的人，他不满足于现在平淡的生活，期待生活中充满变化和冒险,决定追求更多的生活刺激和乐趣，愿意为此牺牲一些社会地位和声望，希望生活更加富有激情和冒险。,夫妻,1,86,
婚姻/夫妻/恋爱/亲密关系,亲密关系维护,自我导向,遵从,在亲密关系中，一方可能更重视自我导向，注重个人的独立性和选择性，而另一方可能更看重遵从，尊重和遵守社会规范和期望，这可能会导致他们在决策和行为方式上产生冲突,John和Marry是一对已经结婚多年的夫妻，他们正在决策是否要搬去国外生活，Marry收到了国外一家大公司的工作offer，这对她的职业发展来说是一个非常好的机会，但是它也意味着他们需要离开他们的家乡和亲朋好友。这个决策带来了他们之间的分歧。,John，是一个充满探索精神和热爱自由的人，他一直追求新鲜事物和挑战,觉得应该抓住这个机会，搬到国外生活，认为这是一个能让他们的生活更加丰富和多元的机会。,Marry，是一个遵守传统和尊重规范的人，她享受现有的生活方式和稳定的生活环境,应该留在家乡，因为那里有他们的亲人和朋友，而且不希望自己的行为打破现有的稳定和生活规律。,夫妻,3,87,
婚姻/夫妻/恋爱/亲密关系,亲密关系维护,安全,享乐主义,在亲密关系中，一方可能更倾向于追求稳定和安全的生活，而另一方可能更倾向于追求个人的快乐和感官满足，这可能会导致他们在生活方式和生活目标上产生冲突,小春和小夏是一对新婚夫妻，他们都体验过单身生活，但在婚后，他们在如何维护新婚和平安乐的生活方式上产生了分歧。小春热衷于保持平稳的生活，追求家庭的和谐稳定，对于过多的社交活动、晚上出门娱乐等持谨慎态度，他认为这些活动会对两人的生活稳定带来影响。而小夏则认为，生活应当丰富多彩，倾向于在晚上出去社交活动和尽情娱乐，他认为这样能为他们的生活增添乐趣，并能增进夫妻之间的感情。,小春，他是一位认真负责的人，很在乎家庭的稳定，他认为家庭的稳定和和谐是生活中最重要的事情,为了保护家庭的稳定，选择尽可能减少晚上出门社交活动，而是更多的时间陪伴在家庭和小夏身边，并提出定期的家庭主题晚餐来增进感情。,小夏，他是一位热爱生活、有活力的人，他认为生活应当丰富多彩，常常制造出令人惊喜的事情来,为了给生活增添乐趣，提出在工作日晚上都在家中，但在周末可以邀请朋友来家里聚会或者外出游玩，这样既能保证家庭的稳定，又可以满足他的社交需求。,夫妻,1,88,
婚姻/夫妻/恋爱/亲密关系,亲密关系维护,传统,成就,在亲密关系中，一方可能更尊重传统，遵循文化或宗教习俗，而另一方可能更倾向于追求成就，希望根据社会标准成功，这可能会导致他们在价值观和生活方式上产生冲突,安娜和博勒是一对已经结婚五年的夫妻。然而，近期他们遇到了一项重大的决策：是否应该搬离他们一直生活的小镇，前往大城市寻找更好的工作和生活机会。这个决策引发了他们之间的分歧。,安娜，安娜是一个传统的女性，深受小镇亲切的社区和生活方式的影响，她珍视家庭和邻里间的紧密联系，拒绝追求物质的充裕，而是希望保持现状,坚决反对搬家的决定，不愿意放弃舒适的小镇生活，选择守住传统，并认为他们应该在小镇寻找新的机遇。,博勒，博勒是一个有抱负的男性，他渴望成功，希望能在大城市找到更好的工作，以实现他的职业目标和理想。他相信改变可以为他们的生活带来更好的状况,坚持搬家的决定，认为这是他们实现更好生活的唯一途径，愿意冒险改变现状以追求成功。,夫妻,3,89,
婚姻/夫妻/恋爱/亲密关系,适当的善意谎言,自我导向,遵从,在决定是否说出“适当的善意谎言”时，人们可能会受到“自我导向”与“遵从”的价值观冲突,近期，角色R1的工作压力非常大，一直困扰着他，而角色R2则对此一无所知。有一天，R2看出R1的不对劲，反复询问原因，R1在考虑是不是应该把工作中的压力告诉R2，但R1又担心这会让R2也压力倍增。这就是一个需要决策是否说出"适当的善意谎言"的场景。,Tom，一位责任感强、独立且乐于承担压力的男子。他总是希望尽可能减少给亲人带来的困扰,决定向Emma说出一个"善意的谎言"，称自己只是偶尔的疲劳，只需要休息一下就会好。,Emma，一个善解人意且很在乎家庭和睦的女子。她认为，无论何时家人间应该维持真诚和公开的交流，尽可能避免彼此间的秘密,坚持认为应该实话实说，将问题置于明处，大家一起共同面对和解决。,夫妻,3,90,
婚姻/夫妻/恋爱/亲密关系,夫妻间的信任建立,享乐主义,安全,一方可能追求享乐主义，期望从生活中获取快乐和满足感，而另一方可能更看重安全和稳定，这时享乐主义和安全的价值观可能会发生冲突。,麦克和琳达刚结婚不久，他们正在决定是否应该对自己的节目进行改编，以吸引更多的听众。麦克认为如果他们能在节目中增加更多的趣味元素，比如：现场直播，这将会吸引更多的观众，但是琳达担心这样做可能会引起批评和风险，可能会冒犯听众，或者可能会因技术问题而影响节目的播出。他们的目标是建立一个稳定的听众基础，并获得相互信任。,麦克，他是一个性格开朗，富有创新和冒险精神的人。他总是寻求生活中的乐趣和新奇，并愿意接受挑战。他相信通过创新可以吸引更多的观众,增加现场直播的环节，增加节目的趣味性。,琳达，她是一个冷静，稳重的人。她重视稳定和安全，害怕冒险可能会带来的不确定性和风险。她更愿意坚持现状，而不是去冒险,建议他们坚持现有的节目模式，避免冒险引起的问题。,夫妻,3,91,
婚姻/夫妻/恋爱/亲密关系,夫妻间的信任建立,遵从,刺激,一方可能更偏向于遵从规则和保持稳定，而另一方可能寻求刺激和新鲜感，想要打破规则和常规。这时，遵从和刺激这两种价值观可能会发生冲突。,小王和小李夫妇为了增进彼此间的信任和理解，决定设定每周一次的共享时间。他们的目的是通过开心的共享时间，增进彼此的了解，从而建立更深层次的信任。然而，他们在如何设定这个共享时间上产生了分歧。,小王，平时工作稳定，按部就班，相当有规律。他偏向于有计划且稳定的生活，被称为家里的“小保姆”,认为每周的共享时间应该是固定的时间和内容，比如每周五晚上在家看电影。这样的安稳让人觉得安心，可以慢慢通过这种稳定的方式，建立和提升彼此间的信任。,小李，性格活泼，喜欢冒险和新鲜事物。工作灵活，生活富有激情,认为每周的共享时间应该充满新鲜感和挑战性，比如一次周末的自驾游，或者一次户外烧烤晚会。在这种新鲜的刺激中，夫妻间的信任感会更强。,夫妻,3,92,
婚姻/夫妻/恋爱/亲密关系,夫妻间的信任建立,成就,自我导向,一方可能以社会的标准或期望作为自己的目标，希望得到他人的认可和赞许，而另一方可能更看重自我满足，关注自己的情感需求和渴望。在这种情况下，成就和自我导向的价值观可能会存在冲突。,Tom和Sally是一对新婚夫妇，他们面临着一个重要的决策：购买人生中的第一套房子。Tom希望购买市区的一套小一点但是装修精致，地段优越的房子，他认为这将被看作是他成功的标志，他希望能通过这样的方式增加他在朋友圈中的社会地位，同时让Sally感受到他的责任感和能力。而Sally则更希望找到一处符合他们二人个性的房子，她关注的是房子的舒适度和是否有利于他们的生活质量，她相信只有自由选择和追求内心真正的需求，才能建立起真正的信任。,Tom，一位有抱负的年轻人，他注重社会地位和个人成功,为了证明自己的能力和成功，坚决认为应该购买市区的小而精致的房子。,Sally，一个富有独立思考的女性，希望与Tom共建的家庭能够是他们自由选择和追求的结果,认为应该选择一个更加舒适、自由，符合自我需求的房子，以此证明两人的爱情是彼此间真实的信任和理解。,夫妻,3,93,
婚姻/夫妻/恋爱/亲密关系,夫妻间的信任建立,权力,慈善,在夫妻关系中，一方可能感到需要掌控和维护控制权，而另一方可能更倾向于照顾和关心对方。这种情况下，权力和慈善这两种价值观可能会产生冲突。,新婚夫妇Patricia和Chloe决定开始规划财务安排，这也是建立他们夫妻间信任的一个重要方面。他们的目标是创建一种公正且能满足双方需求的财务规划。然而，他们在如何管理家庭预算上产生了分歧。,Patricia，一个职业成功的商界女强人，习惯有条不紊地管理事物，喜欢有清晰的控制和权力在财务管理上。她倾向于建立一个严格的预算，所有的消费都需要纳入预算内,提议建立一个严格的月度预算，每一笔支出都需要得到预先的批准。,Chloe，一个温柔的社工，她信奉的是慈善，经常乐于助人，对生活也比较随性。她想要有一些柔性的预算，能够应对一些突发情况，比如帮助需要的朋友或者家人等,建议设定一个灵活的预算，其中包括一些可用于零星支出的预算，以便在需要时能够帮助他人。,夫妻,3,94,
婚姻/夫妻/恋爱/亲密关系,个人空间保护,自我导向,遵从,在‘个人空间保护’这个决策场景下，自我导向的价值观强调个人的思想和行为的独立，包括保护个人的私人空间，而遵从的价值观则强调对他人和社会期望的服从，可能包括为了维系亲密关系而牺牲一定的个人空间,特蕾莎和保罗已经结婚五年，最近特蕾莎决定将工作室搬回家中，并希望在家具二楼的空房间建立一个属于自己的私人办公室，以便从中寻求创作灵感及完成工作。然而，保罗却希望将这个房间改为一个健身室，以便家人可以一起享受运动的乐趣并增进亲子互动。,特蕾莎，一个充满创造力和独立思考的自由撰稿人，习惯有自己独立的思考和工作空间,坚定地表达自己对于拥有一个私人工作室的需求，认为拥有一个私人空间不仅可以提高自己的工作效率，也更有利于自己的个人成长和专业发展。,保罗，一个善解人意且乐于助人的父亲，他擅长照顾他人，总是关心家人的需求和感受,认为家庭是共同的，觉得将这个空房间改为家庭健身房更有助于提高家庭成员之间的互动，同时也是对家人的关爱和照顾。,夫妻,3,95,
婚姻/夫妻/恋爱/亲密关系,个人空间保护,刺激,安全,在这个场景中，刺激的价值观追求新奇和挑战，可能包括对个人空间的改变和冒险，而安全的价值观则强调保持安全和稳定，包括保持个人空间的不变和安全,一对夫妻Tom和Lisa在决定是否把自己的家改建成开放空间的设计，这样可以充分利用居住空间，也为他们社交活动提供更多的空间。然而，这一决策导致两人产生了分歧。,Tom，一个充满活力的人，他热爱社交活动，并且有很强的冒险精神。他总是寻求新的事物和挑战,觉得这是一次无与伦比的机遇去尝试一种新的生活方式，想要打破常规，冲破旧的生活模式，寻求新的刺激。,Lisa，一个稳重的人，她重视家庭的安全和舒适，不喜欢太多的变化和冒险,强烈反对这个计划，怕这个改变会破坏两人的私人空间，而且在心理上也许会给家庭生活带来安全问题。,夫妻,3,96,
婚姻/夫妻/恋爱/亲密关系,个人空间保护,成就,大同,在这个决策场景下，成就的价值观追求个人的成功和竞争力，可能包括保护个人空间以保证个人的发展，而大同的价值观强调为了所有人类和自然的福祉而理解、欣赏、忍耐、保护，可能需要在保护个人空间和保护亲密关系之间找到平衡,在现代社会，人们工作生活的节奏日益加快，这就使得人们对于个人空间的需求越来越大。特别是对于那些需要通过独立思考和创作达到工作上成功的人来说，他们更是需要一个可以安静，不被打扰，可以随时进行思考和创新的个人空间。然而，这种对于个人空间的需求往往与生活中的伴侣或家庭关系产生冲突，对于这一问题，如何把握好度，既能满足个人空间的需求，又能保持和平的家庭关系，成为了一个需要被决策的问题。,乔治，乔治是一个成功的科技公司的创始人，他喜欢思考和创新，工作上的成功使他更加坚信只有保护好自己的个人空间，才能达到更大的成功,为了保护自己的个人空间，决定在家里专门设立一个办公室，用来进行工作和思考，并且规定除非有特别重要的事情，家人不能随便打扰自己的工作。,艾米，艾米是乔治的妻子，她是一名社会工作者，善良，热心，对家庭生活有着高度的热爱和投入，她希望乔治除了工作之外，也能多些时间和家庭在一起，享受家庭生活,尊重乔治的决定，但是建议乔治设立一些规定的家庭时间，比如每周固定的家庭聚会，吃饭，看电影等活动，这样既能保证乔治有足够的个人空间，也能保持家庭的和谐。,夫妻,2,97,
婚姻/夫妻/恋爱/亲密关系,恋爱观的确认和讨论,成就,大同,一个人可能想要在个人事业上发展和成功（成就），但这可能会牺牲一些社会公正和全体福利的观念（大同），例如，过度竞争可能会导致社会不公,马克和苏珊是一个相爱多年的夫妻。近来，马克在工作上取得了巨大的成功，被公司提升为总经理，并开始忙于处理公司的各种事务，以实现个人更大的成就。然而，苏珊却是一个坚定的社会公益事业支持者，怀着对所有人类和自然的福祉的理解和保护。苏珊希望马克能在工作中兼顾社会责任，而非过于追求个人的成就。因此，他们在恋爱观上产生了分歧。,马克，他是一个富有雄心壮志的人，追求成就感,认为决定关乎自己的个人理想，希望通过自己的努力达到事业的顶峰，同时也相信这将使他们的生活更好。,苏珊，她是一个善良且关心社会公益事业的人，坚信为了所有人类和自然的福祉而理解、欣赏、忍耐、保护,认为马克过于追求个人成就，忽视了社会责任。希望马克能平衡工作和社会责任，共同为社会公益事业做出贡献。,夫妻,3,98,
婚姻/夫妻/恋爱/亲密关系,恋爱观的确认和讨论,自我导向,遵从,在恋爱关系中，一个人可能希望保持自我独立和个性（自我导向），与此同时，他或她可能也觉得有必要遵从伴侣或社会对于恋爱关系的期望和规定（遵从）,两位青年人，Alice和Bob，都在同一家公司工作，经过一段时间的相互了解后，他们发现彼此有着深厚的感情，因此开始考虑是否要进一步发展为恋爱关系。然而，他们在恋爱观上有不同的理解：Alice同意恋爱关系中的独立和个性，而Bob更倾向于遵从传统对恋情的规定和期待。这使他们必须在恋爱关系的展开上达成一致。,Alice。Alice是一个独立且思想开放的女性，她相信恋爱关系中应该尊重彼此的个性和独立性。她拥抱创新和自由，期待在恋爱中拥有自我发展的空间,希望两人的恋爱关系能够充满创新和变化，不愿意被传统的恋爱规则束缚，愿意探索和Bob一起建立独特的恋爱方式。,Bob。Bob是一个传统而尊重规矩的男性，他非常重视社会的期待和规定，觉得恋爱应该遵循一定的模式和规矩,觉得两人的恋爱关系应该遵循传统，比如男方应该承担更多的经济责任，女方应该在家庭中承担更多的照顾和支持的责任。,同事,3,99,
婚姻/夫妻/恋爱/亲密关系,恋爱观的确认和讨论,传统,刺激,一个人可能尊重并遵循传统的恋爱和婚姻观念（传统），同时也可能希望在恋爱关系中寻求新鲜感和冒险（刺激）,李明和王晓在交往一年后，准备进一步讨论和确立他们的恋爱观。李明希望继续稳定的交往，按照传统的顺序，先恋爱，再谈婚论嫁，最后步入婚姻的殿堂。然而王晓，她希望他们的恋爱更多元化，富有挑战和冒险，像是突然的旅行，甚至尝试像婚姻前同居这样的新鲜事物。这个决策让他们既兴奋也困扰，带来了分歧和矛盾。,李明，一个传统而且保守的男人，他总是脚踏实地，并且坚信稳定的生活才是最好的,坚决反对婚前同居和突然的旅行，认为这些都是不稳定的因素，可能会对未来造成影响。,王晓，一个活泼开朗的女人，她热爱新鲜事物，总是寻求刺激和新奇,坚持尝试婚前同居，甚至偶尔来一次说走就走的旅行，认为这样的生活才够有趣。,恋人,3,100,
婚姻/夫妻/恋爱/亲密关系,恋爱观的确认和讨论,安全,享乐主义,一个人可能希望保持稳定的关系和自我稳定（安全），但也可能被个人的快乐和感官满足所吸引，寻求一些可能带来不稳定的享乐（享乐主义）,艾米和杰克，是一对已经交往五年的恋人，双方都已经到了适婚的年纪。最近，艾米提出了想要结婚的想法，希望可以稳定下来，开始平静且安定的婚姻生活。而杰克虽然爱着艾米，却对结婚这件事情有些犹豫，他喜欢现在无拘无束的恋爱生活，觉得结婚后可能会失去现在的自由和乐趣。,艾米，是一个稳重且注重安全感的女子，对于生活有着明确的规划和期待,认为现在已经是时候结婚了，想要一个稳定的家庭，想要得到社会和家庭的认同，想要给自己的爱情一个明确的归宿。,杰克，是一个热爱生活，追求刺激的人，他对生活充满好奇，喜欢尝试新的事物，享受无拘无束的生活,感觉结婚可能会让他失去目前的自由和乐趣，他害怕被生活束缚，无法自由得享受生活的快乐，这是他的恋爱观。,恋人,1,101,
婚姻/夫妻/恋爱/亲密关系,恋爱观的确认和讨论,权力,慈善,在恋爱关系中，一个人可能有控制和统治的欲望（权力），想要在关系中占据主导地位，但同时也需要维护和提高伴侣的福祉（慈善），需要对伴侣的需求和感受表示关心,杰森和艾米丽是一对热恋中的情侣，他们都是大学的研究生，最近开始考虑未来的发展。杰森被一家名企看中，公司希望他毕业后前去工作，而艾米丽则希望继续攻读博士。在恋爱观的确认和讨论中，他们发现自己对未来生活的理想存在分歧。,杰森，他是一位有责任感和雄心壮志的男生。他一直想要在职业道路上取得成功，并认为这是他的责任和义务。因此，他的价值观主要是权力。,决定毕业后去公司工作，认为这是一个难得的机会，并且希望通过这个方式来获得社会地位和声望，以便在未来可以给艾米丽提供更好的生活条件。,艾米丽，她是一位善良、负责任的女生。她对学术充满热情，她认为真心对待自己所爱的东西，是对生活最好的态度。因此，她的价值观主要是慈善。,决定继续攻读博士学位，尽管这需要牺牲一些物质上的享受，但这是对自己和对杰森的尊重和负责，也是对两人共同生活的最好投入。,恋人,1,102,
婚姻/夫妻/恋爱/亲密关系,对方家庭接纳度,传统,自我导向,在对方家庭接纳度的场景中，有可能出现个人对于恋爱自由的追求（自我导向）和遵守家庭或社会的传统观念（传统）之间的冲突,凯文和艾米是一对正在热恋中的情侣，两人的感情非常好。然而，面对未来，他们必须面对一项重大决策：他们是否应该继续这段感情，即使知道艾米的家庭并不接纳凯文。凯文是一个城市的年轻艺术家，而艾米则是一个传统的乡村家庭的独生女。艾米的父母希望她能找一个同样来自乡村，有稳定收入和工作的男子嫁人。这个决策可能将决定他们的未来，是否选择服从传统还是追求自我。,艾米，温文尔雅、善良，受过良好教育，对家庭观念有深深的认同，愿意遵从父母的意愿。她的价值观是传统。,尽管深爱着凯文，但家庭的意愿和传统观念同样重要，决定放弃这段感情，和凯文分开。,凯文，一个有抱负的年轻艺术家，独立思考，追求自我，不愿意被传统束缚。他的价值观是自我导向。,尽管知道艾米家族不接纳自己，还是愿意为爱情而斗争，决定去尝试和艾米的家庭沟通，告诉他们自己是如何爱艾米和会如何照顾艾米，如果无法获得接纳，愿意和艾米共同面对这个问题，即使不得不面对困难和挑战。,恋人,1,103,
婚姻/夫妻/恋爱/亲密关系,对方家庭接纳度,权力,慈善,在求得对方家庭的接纳的过程中，如果恋人家庭的社会地位、权力影响力较大（权力），可能会产生对让步或妥协的压力，这与维护和提高自己或恋人的福利（慈善）可能会产生冲突,凯瑟琳和亚历山大是一对恋人，他们相爱已久，计划走进婚姻的殿堂。然而，亚历山大的家庭是社会上的名门望族，而凯瑟琳的家庭相比之下则显得平凡许多。亚历山大的家人对凯瑟琳的接纳度并不高，甚至提出了一些让她难以接受的要求，如改变她的生活方式，参与更多的社交活动等，来提升她在亚历山大家人眼中的地位。这导致了两人对于如何处理这个问题上产生了分歧。,亚历山大，出生于一个权势家庭，有着对名望和社会地位的追求,觉得为了将来的婚姻生活顺利，凯瑟琳应该接受家人的要求，按照家人的期望去改变自己，以获得他们的接纳。,凯瑟琳，善良、真诚，重视亲情和友情，希望通过自己的努力提升生活质量，不愿意为了迎合别人的期望而改变自己,认为应该以真实的自我面对亚历山大的家人，即使那可能导致自己在他们心中的地位不高。宁愿通过时间让他们接纳自己的真实一面，也不愿违背自己的本性去迎合他们。,恋人,3,104,
婚姻/夫妻/恋爱/亲密关系,对方家庭接纳度,安全,刺激,在这个场景中，可能需要做出是否要遵守传统和稳定的生活（安全），还是寻求一种新奇、挑战性的生活（刺激）的决策，这也可能引发不同价值观之间的冲突,施瓦茨夫妇，Stella和Jack，正在考虑是否要将他们的女儿送到Jack的父母那里居住一段时间。Stella的父母去世，她结婚后一直依赖Jack的父母，让他们帮助照顾他们的女儿。但是，近期Jack的父母对他们的育儿方式产生了质疑，这导致了决策分歧。Stella想维持现状，因为她觉得这样安全可靠，而Jack却希望他们能尝试新的育儿方式，以给孩子一个新的、刺激的环境。,Stella，一直依赖于丈夫的父母来帮助照顾孩子，对于现在的生活方式感到安心因为这样让她感到安全,坚决反对让女儿去丈夫的父母那里生活一段时间。认为这对女儿的健康和安全是个威胁，担心丈夫的父母的育儿方式可能会对孩子产生负面影响。尽管Jack的父母是有经验的，但他们的观念和自己的并不完全相同。,Jack，是个愿意接受新思想和新事物的人，追求生活的刺激,愿意尝试新的育儿方式。认为这不仅能给孩子带来新的生活环境和体验，而且也能让父母从照顾孩子的繁重工作中得到解放。希望女儿能在不同的环境中成长，认识世界。,夫妻,3,105,
婚姻/夫妻/恋爱/亲密关系,对方家庭接纳度,享乐主义,遵从,在寻求对方家庭接纳的过程中，个人的追求快乐和感官满足（享乐主义）可能与满足家庭或社会期望、行为规范（遵从）之间存在冲突,David和Sarah是一对恋人，两人都在大都市中工作，享受着忙碌又充实的生活。近期，两人决定要迎接下一个人生阶段，让彼此的家庭相识，以期待进一步发展他们的关系。然而，这个决定也带来了一些分歧，因为他们各自的家庭生活方式差异大，David的家庭喜欢享受生活，经常举办各种派对，而Sarah家则是相对保守，重视传统和规矩。,David，他是一个活泼、开朗、热爱生活的人。他喜欢尝试新事物，享受生活带给他的一切快乐。他的生活情趣使得他在朋友中很受欢迎,希望Sarah能理解和接受自己的家庭生活方式，并尝试参与其中，享受和他们一起的快乐时光。,Sarah，她是一个理智、敬业、较为保守的女性。她尊重并追随家庭和社会的规矩，并认为这是维持社会秩序和和谐的重要方式。她希望她的未来伴侣能够尊重并配合她的家庭规矩,希望David能理解自己的家庭规矩，并在与家人接触时能表现得尊重和有礼，不必过于强调寻求快乐。,恋人,3,106,
